Date,Radius,Location,Query,TotalResults
6/27/2016,25,"Baltimore, MD",C# mvc angular,22
6/27/2016,50,"Baltimore, MD",C# mvc angular,145
6/27/2016,25,"Baltimore, MD",angular,230
6/27/2016,50,"Baltimore, MD",angular,1061
6/27/2016,25,"Baltimore, MD",scala,87
6/27/2016,50,"Baltimore, MD",scala,327
6/27/2016,25,"Baltimore, MD",python,1116
6/27/2016,50,"Baltimore, MD",python,3874
6/27/2016,25,"Baltimore, MD",C++,1087
6/27/2016,50,"Baltimore, MD",C++,2655
6/27/2016,25,"Baltimore, MD",java,2054
6/27/2016,50,"Baltimore, MD",java,7759
6/27/2016,25,"Baltimore, MD",machine learning,189
6/27/2016,50,"Baltimore, MD",machine learning,833
6/27/2016,25,"San Jose, CA",C#,824
6/27/2016,50,"San Jose, CA",C#,1621
6/27/2016,25,"San Jose, CA",C# mvc,69
6/27/2016,50,"San Jose, CA",C# mvc,175
6/27/2016,25,"San Jose, CA",C# mvc angular,15
6/27/2016,50,"San Jose, CA",C# mvc angular,41
6/27/2016,25,"San Jose, CA",angular,672
6/27/2016,50,"San Jose, CA",angular,1348
6/27/2016,25,"San Jose, CA",scala,566
6/27/2016,50,"San Jose, CA",scala,1187
6/27/2016,25,"San Jose, CA",python,4623
6/27/2016,50,"San Jose, CA",python,7959
6/27/2016,25,"San Jose, CA",C++,3470
6/27/2016,50,"San Jose, CA",C++,4973
6/27/2016,25,"San Jose, CA",java,5490
6/27/2016,50,"San Jose, CA",java,9564
6/27/2016,25,"San Jose, CA",machine learning,1286
6/27/2016,50,"San Jose, CA",machine learning,2404
6/27/2016,25,"Oklahoma City, OK",C#,60
6/27/2016,50,"Oklahoma City, OK",C#,61
6/27/2016,25,"Oklahoma City, OK",C# mvc,15
6/27/2016,50,"Oklahoma City, OK",C# mvc,15
6/27/2016,25,"Oklahoma City, OK",C# mvc angular,4
6/27/2016,50,"Oklahoma City, OK",C# mvc angular,4
6/27/2016,25,"Oklahoma City, OK",angular,15
6/27/2016,50,"Oklahoma City, OK",angular,15
6/27/2016,25,"Oklahoma City, OK",scala,7
6/27/2016,50,"Oklahoma City, OK",scala,7
6/27/2016,25,"Oklahoma City, OK",python,31
6/27/2016,50,"Oklahoma City, OK",python,31
6/27/2016,25,"Oklahoma City, OK",C++,51
6/27/2016,50,"Oklahoma City, OK",C++,52
6/27/2016,25,"Oklahoma City, OK",java,72
6/27/2016,50,"Oklahoma City, OK",java,72
6/27/2016,25,"Oklahoma City, OK",machine learning,42
6/27/2016,50,"Oklahoma City, OK",machine learning,42
6/27/2016,25,"Salt Lake City, UT",C#,266
6/27/2016,50,"Salt Lake City, UT",C#,357
6/27/2016,25,"Salt Lake City, UT",C# mvc,72
6/27/2016,50,"Salt Lake City, UT",C# mvc,77
6/27/2016,25,"Salt Lake City, UT",C# mvc angular,15
6/27/2016,50,"Salt Lake City, UT",C# mvc angular,17
6/27/2016,25,"Salt Lake City, UT",angular,73
6/27/2016,50,"Salt Lake City, UT",angular,104
6/27/2016,25,"Salt Lake City, UT",scala,13
6/27/2016,50,"Salt Lake City, UT",scala,21
6/27/2016,25,"Salt Lake City, UT",python,156
6/27/2016,50,"Salt Lake City, UT",python,240
6/27/2016,25,"Salt Lake City, UT",C++,137
6/27/2016,50,"Salt Lake City, UT",C++,216
6/27/2016,25,"Salt Lake City, UT",java,329
6/27/2016,50,"Salt Lake City, UT",java,438
6/27/2016,25,"Salt Lake City, UT",machine learning,73
6/27/2016,50,"Salt Lake City, UT",machine learning,122
6/27/2016,25,"Raleigh, NC",C#,407
6/27/2016,50,"Raleigh, NC",C#,436
6/27/2016,25,"Raleigh, NC",C# mvc,95
6/27/2016,50,"Raleigh, NC",C# mvc,105
6/27/2016,25,"Raleigh, NC",C# mvc angular,21
6/27/2016,50,"Raleigh, NC",C# mvc angular,21
6/27/2016,25,"Raleigh, NC",angular,167
6/27/2016,50,"Raleigh, NC",angular,168
6/27/2016,25,"Raleigh, NC",scala,25
6/27/2016,50,"Raleigh, NC",scala,26
6/27/2016,25,"Raleigh, NC",python,421
6/27/2016,50,"Raleigh, NC",python,442
6/27/2016,25,"Raleigh, NC",C++,290
6/27/2016,50,"Raleigh, NC",C++,316
6/27/2016,25,"Raleigh, NC",java,888
6/27/2016,50,"Raleigh, NC",java,935
6/27/2016,25,"Raleigh, NC",machine learning,113
6/27/2016,50,"Raleigh, NC",machine learning,143
6/27/2016,25,"St. Paul, MN",C#,490
6/27/2016,50,"St. Paul, MN",C#,498
6/27/2016,25,"St. Paul, MN",C# mvc,152
6/27/2016,50,"St. Paul, MN",C# mvc,153
6/27/2016,25,"St. Paul, MN",C# mvc angular,24
6/27/2016,50,"St. Paul, MN",C# mvc angular,24
6/27/2016,25,"St. Paul, MN",angular,169
6/27/2016,50,"St. Paul, MN",angular,169
6/27/2016,25,"St. Paul, MN",scala,54
6/27/2016,50,"St. Paul, MN",scala,54
6/27/2016,25,"St. Paul, MN",python,321
6/27/2016,50,"St. Paul, MN",python,322
6/27/2016,25,"St. Paul, MN",C++,267
6/27/2016,50,"St. Paul, MN",C++,272
6/27/2016,25,"St. Paul, MN",java,1141
6/27/2016,50,"St. Paul, MN",java,1148
6/27/2016,25,"St. Paul, MN",machine learning,156
6/27/2016,50,"St. Paul, MN",machine learning,169
6/27/2016,25,"Seattle, WA",C#,2114
6/27/2016,50,"Seattle, WA",C#,2210
6/27/2016,25,"Seattle, WA",C# mvc,258
6/27/2016,50,"Seattle, WA",C# mvc,288
6/27/2016,25,"Seattle, WA",C# mvc angular,51
6/27/2016,50,"Seattle, WA",C# mvc angular,58
6/27/2016,25,"Seattle, WA",angular,416
6/27/2016,50,"Seattle, WA",angular,436
6/27/2016,25,"Seattle, WA",scala,230
6/27/2016,50,"Seattle, WA",scala,232
6/27/2016,25,"Seattle, WA",python,1912
6/27/2016,50,"Seattle, WA",python,1927
6/27/2016,25,"Seattle, WA",C++,1954
6/27/2016,50,"Seattle, WA",C++,1973
6/27/2016,25,"Seattle, WA",java,2999
6/27/2016,50,"Seattle, WA",java,3053
6/27/2016,25,"Seattle, WA",machine learning,990
6/27/2016,50,"Seattle, WA",machine learning,1032
6/27/2016,25,"Denver, CO",C#,521
6/27/2016,50,"Denver, CO",C#,542
6/27/2016,25,"Denver, CO",C# mvc,127
6/27/2016,50,"Denver, CO",C# mvc,129
6/27/2016,25,"Denver, CO",C# mvc angular,23
6/27/2016,50,"Denver, CO",C# mvc angular,23
6/27/2016,25,"Denver, CO",angular,240
6/27/2016,50,"Denver, CO",angular,247
6/27/2016,25,"Denver, CO",scala,90
6/27/2016,50,"Denver, CO",scala,91
6/27/2016,25,"Denver, CO",python,718
6/27/2016,50,"Denver, CO",python,746
6/27/2016,25,"Denver, CO",C++,418
6/27/2016,50,"Denver, CO",C++,469
6/27/2016,25,"Denver, CO",java,1241
6/27/2016,50,"Denver, CO",java,1275
6/27/2016,25,"Denver, CO",machine learning,203
6/27/2016,50,"Denver, CO",machine learning,236
6/27/2016,25,"Austin, TX",C#,558
6/27/2016,50,"Austin, TX",C#,568
6/27/2016,25,"Austin, TX",C# mvc,131
6/27/2016,50,"Austin, TX",C# mvc,134
6/27/2016,25,"Austin, TX",C# mvc angular,22
6/27/2016,50,"Austin, TX",C# mvc angular,22
6/27/2016,25,"Austin, TX",angular,229
6/27/2016,50,"Austin, TX",angular,234
6/27/2016,25,"Austin, TX",scala,98
6/27/2016,50,"Austin, TX",scala,98
6/27/2016,25,"Austin, TX",python,804
6/27/2016,50,"Austin, TX",python,813
6/27/2016,25,"Austin, TX",C++,501
6/27/2016,50,"Austin, TX",C++,509
6/27/2016,25,"Austin, TX",java,1122
6/27/2016,50,"Austin, TX",java,1133
6/27/2016,25,"Austin, TX",machine learning,207
6/27/2016,50,"Austin, TX",machine learning,224
6/27/2016,25,"Hartford, CT",C#,199
6/27/2016,50,"Hartford, CT",C#,294
6/27/2016,25,"Hartford, CT",C# mvc,80
6/27/2016,50,"Hartford, CT",C# mvc,104
6/27/2016,25,"Hartford, CT",C# mvc angular,6
6/27/2016,50,"Hartford, CT",C# mvc angular,9
6/27/2016,25,"Hartford, CT",angular,55
6/27/2016,50,"Hartford, CT",angular,85
6/27/2016,25,"Hartford, CT",scala,12
6/27/2016,50,"Hartford, CT",scala,17
6/27/2016,25,"Hartford, CT",python,128
6/27/2016,50,"Hartford, CT",python,169
6/27/2016,25,"Hartford, CT",C++,73
6/27/2016,50,"Hartford, CT",C++,150
6/27/2016,25,"Hartford, CT",java,381
6/27/2016,50,"Hartford, CT",java,528
6/27/2016,25,"Hartford, CT",machine learning,91
6/27/2016,50,"Hartford, CT",machine learning,135
6/27/2016,25,"Boston, MA",C#,1415
6/27/2016,50,"Boston, MA",C#,1548
6/27/2016,25,"Boston, MA",C# mvc,364
6/27/2016,50,"Boston, MA",C# mvc,380
6/27/2016,25,"Boston, MA",C# mvc angular,119
6/27/2016,50,"Boston, MA",C# mvc angular,122
6/27/2016,25,"Boston, MA",angular,697
6/27/2016,50,"Boston, MA",angular,741
6/27/2016,25,"Boston, MA",scala,274
6/27/2016,50,"Boston, MA",scala,278
6/27/2016,25,"Boston, MA",python,2356
6/27/2016,50,"Boston, MA",python,2502
6/27/2016,25,"Boston, MA",C++,1529
6/27/2016,50,"Boston, MA",C++,1708
6/27/2016,25,"Boston, MA",java,3387
6/27/2016,50,"Boston, MA",java,3677
6/27/2016,25,"Boston, MA",machine learning,761
6/27/2016,50,"Boston, MA",machine learning,845
6/27/2016,25,"San Francisco, CA",C#,869
6/27/2016,50,"San Francisco, CA",C#,1656
6/27/2016,25,"San Francisco, CA",C# mvc,110
6/27/2016,50,"San Francisco, CA",C# mvc,182
6/27/2016,25,"San Francisco, CA",C# mvc angular,28
6/27/2016,50,"San Francisco, CA",C# mvc angular,42
6/27/2016,25,"San Francisco, CA",angular,738
6/27/2016,50,"San Francisco, CA",angular,1351
6/27/2016,25,"San Francisco, CA",scala,679
6/27/2016,50,"San Francisco, CA",scala,1187
6/27/2016,25,"San Francisco, CA",python,3686
6/27/2016,50,"San Francisco, CA",python,7994
6/27/2016,25,"San Francisco, CA",C++,1699
6/27/2016,50,"San Francisco, CA",C++,5009
6/27/2016,25,"San Francisco, CA",java,4505
6/27/2016,50,"San Francisco, CA",java,9583
6/27/2016,25,"San Francisco, CA",machine learning,1207
6/27/2016,50,"San Francisco, CA",machine learning,2409
6/27/2016,25,"Columbus, OH",C#,289
6/27/2016,50,"Columbus, OH",C#,294
6/27/2016,25,"Columbus, OH",C# mvc,74
6/27/2016,50,"Columbus, OH",C# mvc,76
6/27/2016,25,"Columbus, OH",C# mvc angular,11
6/27/2016,50,"Columbus, OH",C# mvc angular,11
6/27/2016,25,"Columbus, OH",angular,90
6/27/2016,50,"Columbus, OH",angular,91
6/27/2016,25,"Columbus, OH",scala,7
6/27/2016,50,"Columbus, OH",scala,7
6/27/2016,25,"Columbus, OH",python,162
6/27/2016,50,"Columbus, OH",python,163
6/27/2016,25,"Columbus, OH",C++,100
6/27/2016,50,"Columbus, OH",C++,104
6/27/2016,25,"Columbus, OH",java,557
6/27/2016,50,"Columbus, OH",java,561
6/27/2016,25,"Columbus, OH",machine learning,74
6/27/2016,50,"Columbus, OH",machine learning,87
6/27/2016,25,"Richmond, VA",C#,135
6/27/2016,50,"Richmond, VA",C#,140
6/27/2016,25,"Richmond, VA",C# mvc,60
6/27/2016,50,"Richmond, VA",C# mvc,60
6/27/2016,25,"Richmond, VA",C# mvc angular,17
6/27/2016,50,"Richmond, VA",C# mvc angular,17
6/27/2016,25,"Richmond, VA",angular,81
6/27/2016,50,"Richmond, VA",angular,83
6/27/2016,25,"Richmond, VA",scala,10
6/27/2016,50,"Richmond, VA",scala,10
6/27/2016,25,"Richmond, VA",python,116
6/27/2016,50,"Richmond, VA",python,122
6/27/2016,25,"Richmond, VA",C++,41
6/27/2016,50,"Richmond, VA",C++,45
6/27/2016,25,"Richmond, VA",java,310
6/27/2016,50,"Richmond, VA",java,318
6/27/2016,25,"Richmond, VA",machine learning,47
6/27/2016,50,"Richmond, VA",machine learning,80
6/27/2016,25,"Phoenix, AZ",C#,478
6/27/2016,50,"Phoenix, AZ",C#,478
6/27/2016,25,"Phoenix, AZ",C# mvc,147
6/27/2016,50,"Phoenix, AZ",C# mvc,147
6/27/2016,25,"Phoenix, AZ",C# mvc angular,29
6/27/2016,50,"Phoenix, AZ",C# mvc angular,29
6/27/2016,25,"Phoenix, AZ",angular,172
6/27/2016,50,"Phoenix, AZ",angular,172
6/27/2016,25,"Phoenix, AZ",scala,20
6/27/2016,50,"Phoenix, AZ",scala,20
6/27/2016,25,"Phoenix, AZ",python,319
6/27/2016,50,"Phoenix, AZ",python,323
6/27/2016,25,"Phoenix, AZ",C++,229
6/27/2016,50,"Phoenix, AZ",C++,229
6/27/2016,25,"Phoenix, AZ",java,947
6/27/2016,50,"Phoenix, AZ",java,951
6/27/2016,25,"Phoenix, AZ",machine learning,133
6/27/2016,50,"Phoenix, AZ",machine learning,135
6/27/2016,25,"Birmingham, AL",C#,67
6/27/2016,50,"Birmingham, AL",C#,69
6/27/2016,25,"Birmingham, AL",C# mvc,27
6/27/2016,50,"Birmingham, AL",C# mvc,27
6/27/2016,25,"Birmingham, AL",C# mvc angular,2
6/27/2016,50,"Birmingham, AL",C# mvc angular,2
6/27/2016,25,"Birmingham, AL",angular,20
6/27/2016,50,"Birmingham, AL",angular,20
6/27/2016,25,"Birmingham, AL",scala,0
6/27/2016,50,"Birmingham, AL",scala,0
6/27/2016,25,"Birmingham, AL",python,18
6/27/2016,50,"Birmingham, AL",python,24
6/27/2016,25,"Birmingham, AL",C++,16
6/27/2016,50,"Birmingham, AL",C++,23
6/27/2016,25,"Birmingham, AL",java,106
6/27/2016,50,"Birmingham, AL",java,113
6/27/2016,25,"Birmingham, AL",machine learning,32
6/27/2016,50,"Birmingham, AL",machine learning,49
6/27/2016,25,"Kansas City, MO",C#,224
6/27/2016,50,"Kansas City, MO",C#,227
6/27/2016,25,"Kansas City, MO",C# mvc,74
6/27/2016,50,"Kansas City, MO",C# mvc,74
6/27/2016,25,"Kansas City, MO",C# mvc angular,17
6/27/2016,50,"Kansas City, MO",C# mvc angular,17
6/27/2016,25,"Kansas City, MO",angular,71
6/27/2016,50,"Kansas City, MO",angular,71
6/27/2016,25,"Kansas City, MO",scala,7
6/27/2016,50,"Kansas City, MO",scala,7
6/27/2016,25,"Kansas City, MO",python,116
6/27/2016,50,"Kansas City, MO",python,123
6/27/2016,25,"Kansas City, MO",C++,86
6/27/2016,50,"Kansas City, MO",C++,91
6/27/2016,25,"Kansas City, MO",java,317
6/27/2016,50,"Kansas City, MO",java,326
6/27/2016,25,"Kansas City, MO",machine learning,55
6/27/2016,50,"Kansas City, MO",machine learning,71
6/27/2016,25,"Houston, TX",C#,420
6/27/2016,50,"Houston, TX",C#,445
6/27/2016,25,"Houston, TX",C# mvc,121
6/27/2016,50,"Houston, TX",C# mvc,123
6/27/2016,25,"Houston, TX",C# mvc angular,40
6/27/2016,50,"Houston, TX",C# mvc angular,40
6/27/2016,25,"Houston, TX",angular,103
6/27/2016,50,"Houston, TX",angular,104
6/27/2016,25,"Houston, TX",scala,12
6/27/2016,50,"Houston, TX",scala,14
6/27/2016,25,"Houston, TX",python,251
6/27/2016,50,"Houston, TX",python,259
6/27/2016,25,"Houston, TX",C++,248
6/27/2016,50,"Houston, TX",C++,259
6/27/2016,25,"Houston, TX",java,516
6/27/2016,50,"Houston, TX",java,548
6/27/2016,25,"Houston, TX",machine learning,157
6/27/2016,50,"Houston, TX",machine learning,169
6/27/2016,25,"Jacksonville, FL",C#,111
6/27/2016,50,"Jacksonville, FL",C#,114
6/27/2016,25,"Jacksonville, FL",C# mvc,41
6/27/2016,50,"Jacksonville, FL",C# mvc,42
6/27/2016,25,"Jacksonville, FL",C# mvc angular,4
6/27/2016,50,"Jacksonville, FL",C# mvc angular,4
6/27/2016,25,"Jacksonville, FL",angular,23
6/27/2016,50,"Jacksonville, FL",angular,24
6/27/2016,25,"Jacksonville, FL",scala,3
6/27/2016,50,"Jacksonville, FL",scala,3
6/27/2016,25,"Jacksonville, FL",python,48
6/27/2016,50,"Jacksonville, FL",python,51
6/27/2016,25,"Jacksonville, FL",C++,25
6/27/2016,50,"Jacksonville, FL",C++,28
6/27/2016,25,"Jacksonville, FL",java,186
6/27/2016,50,"Jacksonville, FL",java,190
6/27/2016,25,"Jacksonville, FL",machine learning,39
6/27/2016,50,"Jacksonville, FL",machine learning,40
6/27/2016,25,"Orlando, FL",C#,184
6/27/2016,50,"Orlando, FL",C#,196
6/27/2016,25,"Orlando, FL",C# mvc,38
6/27/2016,50,"Orlando, FL",C# mvc,40
6/27/2016,25,"Orlando, FL",C# mvc angular,11
6/27/2016,50,"Orlando, FL",C# mvc angular,11
6/27/2016,25,"Orlando, FL",angular,75
6/27/2016,50,"Orlando, FL",angular,81
6/27/2016,25,"Orlando, FL",scala,7
6/27/2016,50,"Orlando, FL",scala,7
6/27/2016,25,"Orlando, FL",python,133
6/27/2016,50,"Orlando, FL",python,148
6/27/2016,25,"Orlando, FL",C++,201
6/27/2016,50,"Orlando, FL",C++,225
6/27/2016,25,"Orlando, FL",java,340
6/27/2016,50,"Orlando, FL",java,360
6/27/2016,25,"Orlando, FL",machine learning,79
6/27/2016,50,"Orlando, FL",machine learning,102
6/27/2016,25,"Dallas, TX",C#,1006
6/27/2016,50,"Dallas, TX",C#,1146
6/27/2016,25,"Dallas, TX",C# mvc,346
6/27/2016,50,"Dallas, TX",C# mvc,381
6/27/2016,25,"Dallas, TX",C# mvc angular,87
6/27/2016,50,"Dallas, TX",C# mvc angular,92
6/27/2016,25,"Dallas, TX",angular,459
6/27/2016,50,"Dallas, TX",angular,500
6/27/2016,25,"Dallas, TX",scala,95
6/27/2016,50,"Dallas, TX",scala,98
6/27/2016,25,"Dallas, TX",python,697
6/27/2016,50,"Dallas, TX",python,760
6/27/2016,25,"Dallas, TX",C++,536
6/27/2016,50,"Dallas, TX",C++,631
6/27/2016,25,"Dallas, TX",java,2205
6/27/2016,50,"Dallas, TX",java,2477
6/27/2016,25,"Dallas, TX",machine learning,279
6/27/2016,50,"Dallas, TX",machine learning,340
6/27/2016,25,"Charlotte, NC",C#,333
6/27/2016,50,"Charlotte, NC",C#,344
6/27/2016,25,"Charlotte, NC",C# mvc,76
6/27/2016,50,"Charlotte, NC",C# mvc,78
6/27/2016,25,"Charlotte, NC",C# mvc angular,14
6/27/2016,50,"Charlotte, NC",C# mvc angular,14
6/27/2016,25,"Charlotte, NC",angular,138
6/27/2016,50,"Charlotte, NC",angular,139
6/27/2016,25,"Charlotte, NC",scala,12
6/27/2016,50,"Charlotte, NC",scala,12
6/27/2016,25,"Charlotte, NC",python,189
6/27/2016,50,"Charlotte, NC",python,195
6/27/2016,25,"Charlotte, NC",C++,127
6/27/2016,50,"Charlotte, NC",C++,130
6/27/2016,25,"Charlotte, NC",java,680
6/27/2016,50,"Charlotte, NC",java,693
6/27/2016,25,"Charlotte, NC",machine learning,95
6/27/2016,50,"Charlotte, NC",machine learning,109
6/27/2016,25,"Indianapolis, IN",C#,201
6/27/2016,50,"Indianapolis, IN",C#,217
6/27/2016,25,"Indianapolis, IN",C# mvc,31
6/27/2016,50,"Indianapolis, IN",C# mvc,31
6/27/2016,25,"Indianapolis, IN",C# mvc angular,2
6/27/2016,50,"Indianapolis, IN",C# mvc angular,2
6/27/2016,25,"Indianapolis, IN",angular,38
6/27/2016,50,"Indianapolis, IN",angular,41
6/27/2016,25,"Indianapolis, IN",scala,22
6/27/2016,50,"Indianapolis, IN",scala,22
6/27/2016,25,"Indianapolis, IN",python,92
6/27/2016,50,"Indianapolis, IN",python,99
6/27/2016,25,"Indianapolis, IN",C++,54
6/27/2016,50,"Indianapolis, IN",C++,70
6/27/2016,25,"Indianapolis, IN",java,342
6/27/2016,50,"Indianapolis, IN",java,355
6/27/2016,25,"Indianapolis, IN",machine learning,65
6/27/2016,50,"Indianapolis, IN",machine learning,94
6/27/2016,25,"San Antonio, TX",C#,109
6/27/2016,50,"San Antonio, TX",C#,113
6/27/2016,25,"San Antonio, TX",C# mvc,28
6/27/2016,50,"San Antonio, TX",C# mvc,28
6/27/2016,25,"San Antonio, TX",C# mvc angular,2
6/27/2016,50,"San Antonio, TX",C# mvc angular,2
6/27/2016,25,"San Antonio, TX",angular,28
6/27/2016,50,"San Antonio, TX",angular,30
6/27/2016,25,"San Antonio, TX",scala,3
6/27/2016,50,"San Antonio, TX",scala,3
6/27/2016,25,"San Antonio, TX",python,149
6/27/2016,50,"San Antonio, TX",python,156
6/27/2016,25,"San Antonio, TX",C++,86
6/27/2016,50,"San Antonio, TX",C++,87
6/27/2016,25,"San Antonio, TX",java,249
6/27/2016,50,"San Antonio, TX",java,253
6/27/2016,25,"San Antonio, TX",machine learning,48
6/27/2016,50,"San Antonio, TX",machine learning,59
6/27/2016,25,"Cleveland, OH",C#,276
6/27/2016,50,"Cleveland, OH",C#,316
6/27/2016,25,"Cleveland, OH",C# mvc,74
6/27/2016,50,"Cleveland, OH",C# mvc,89
6/27/2016,25,"Cleveland, OH",C# mvc angular,9
6/27/2016,50,"Cleveland, OH",C# mvc angular,13
6/27/2016,25,"Cleveland, OH",angular,28
6/27/2016,50,"Cleveland, OH",angular,35
6/27/2016,25,"Cleveland, OH",scala,15
6/27/2016,50,"Cleveland, OH",scala,16
6/27/2016,25,"Cleveland, OH",python,122
6/27/2016,50,"Cleveland, OH",python,130
6/27/2016,25,"Cleveland, OH",C++,111
6/27/2016,50,"Cleveland, OH",C++,133
6/27/2016,25,"Cleveland, OH",java,318
6/27/2016,50,"Cleveland, OH",java,355
6/27/2016,25,"Cleveland, OH",machine learning,62
6/27/2016,50,"Cleveland, OH",machine learning,88
6/27/2016,25,"Milwaukee, WI",C#,196
6/27/2016,50,"Milwaukee, WI",C#,238
6/27/2016,25,"Milwaukee, WI",C# mvc,46
6/27/2016,50,"Milwaukee, WI",C# mvc,58
6/27/2016,25,"Milwaukee, WI",C# mvc angular,6
6/27/2016,50,"Milwaukee, WI",C# mvc angular,10
6/27/2016,25,"Milwaukee, WI",angular,34
6/27/2016,50,"Milwaukee, WI",angular,41
6/27/2016,25,"Milwaukee, WI",scala,5
6/27/2016,50,"Milwaukee, WI",scala,5
6/27/2016,25,"Milwaukee, WI",python,95
6/27/2016,50,"Milwaukee, WI",python,106
6/27/2016,25,"Milwaukee, WI",C++,91
6/27/2016,50,"Milwaukee, WI",C++,105
6/27/2016,25,"Milwaukee, WI",java,253
6/27/2016,50,"Milwaukee, WI",java,298
6/27/2016,25,"Milwaukee, WI",machine learning,93
6/27/2016,50,"Milwaukee, WI",machine learning,128
6/27/2016,25,"Nashville, TN",C#,220
6/27/2016,50,"Nashville, TN",C#,230
6/27/2016,25,"Nashville, TN",C# mvc,64
6/27/2016,50,"Nashville, TN",C# mvc,67
6/27/2016,25,"Nashville, TN",C# mvc angular,9
6/27/2016,50,"Nashville, TN",C# mvc angular,9
6/27/2016,25,"Nashville, TN",angular,56
6/27/2016,50,"Nashville, TN",angular,58
6/27/2016,25,"Nashville, TN",scala,24
6/27/2016,50,"Nashville, TN",scala,26
6/27/2016,25,"Nashville, TN",python,100
6/27/2016,50,"Nashville, TN",python,103
6/27/2016,25,"Nashville, TN",C++,41
6/27/2016,50,"Nashville, TN",C++,41
6/27/2016,25,"Nashville, TN",java,291
6/27/2016,50,"Nashville, TN",java,299
6/27/2016,25,"Nashville, TN",machine learning,132
6/27/2016,50,"Nashville, TN",machine learning,177
6/27/2016,25,"Cincinnati, OH",C#,208
6/27/2016,50,"Cincinnati, OH",C#,287
6/27/2016,25,"Cincinnati, OH",C# mvc,48
6/27/2016,50,"Cincinnati, OH",C# mvc,65
6/27/2016,25,"Cincinnati, OH",C# mvc angular,12
6/27/2016,50,"Cincinnati, OH",C# mvc angular,14
6/27/2016,25,"Cincinnati, OH",angular,78
6/27/2016,50,"Cincinnati, OH",angular,93
6/27/2016,25,"Cincinnati, OH",scala,16
6/27/2016,50,"Cincinnati, OH",scala,16
6/27/2016,25,"Cincinnati, OH",python,151
6/27/2016,50,"Cincinnati, OH",python,224
6/27/2016,25,"Cincinnati, OH",C++,116
6/27/2016,50,"Cincinnati, OH",C++,241
6/27/2016,25,"Cincinnati, OH",java,453
6/27/2016,50,"Cincinnati, OH",java,614
6/27/2016,25,"Cincinnati, OH",machine learning,83
6/27/2016,50,"Cincinnati, OH",machine learning,115
6/27/2016,25,"Tampa, FL",C#,282
6/27/2016,50,"Tampa, FL",C#,310
6/27/2016,25,"Tampa, FL",C# mvc,74
6/27/2016,50,"Tampa, FL",C# mvc,82
6/27/2016,25,"Tampa, FL",C# mvc angular,12
6/27/2016,50,"Tampa, FL",C# mvc angular,14
6/27/2016,25,"Tampa, FL",angular,73
6/27/2016,50,"Tampa, FL",angular,80
6/27/2016,25,"Tampa, FL",scala,10
6/27/2016,50,"Tampa, FL",scala,10
6/27/2016,25,"Tampa, FL",python,157
6/27/2016,50,"Tampa, FL",python,173
6/27/2016,25,"Tampa, FL",C++,180
6/27/2016,50,"Tampa, FL",C++,197
6/27/2016,25,"Tampa, FL",java,580
6/27/2016,50,"Tampa, FL",java,610
6/27/2016,25,"Tampa, FL",machine learning,110
6/27/2016,50,"Tampa, FL",machine learning,147
6/27/2016,25,"Portland, OR",C#,329
6/27/2016,50,"Portland, OR",C#,350
6/27/2016,25,"Portland, OR",C# mvc,79
6/27/2016,50,"Portland, OR",C# mvc,91
6/27/2016,25,"Portland, OR",C# mvc angular,22
6/27/2016,50,"Portland, OR",C# mvc angular,23
6/27/2016,25,"Portland, OR",angular,134
6/27/2016,50,"Portland, OR",angular,136
6/27/2016,25,"Portland, OR",scala,59
6/27/2016,50,"Portland, OR",scala,61
6/27/2016,25,"Portland, OR",python,392
6/27/2016,50,"Portland, OR",python,397
6/27/2016,25,"Portland, OR",C++,306
6/27/2016,50,"Portland, OR",C++,310
6/27/2016,25,"Portland, OR",java,617
6/27/2016,50,"Portland, OR",java,632
6/27/2016,25,"Portland, OR",machine learning,187
6/27/2016,50,"Portland, OR",machine learning,201
6/27/2016,25,"Louisville, KY",C#,95
6/27/2016,50,"Louisville, KY",C#,107
6/27/2016,25,"Louisville, KY",C# mvc,34
6/27/2016,50,"Louisville, KY",C# mvc,40
6/27/2016,25,"Louisville, KY",C# mvc angular,4
6/27/2016,50,"Louisville, KY",C# mvc angular,4
6/27/2016,25,"Louisville, KY",angular,14
6/27/2016,50,"Louisville, KY",angular,15
6/27/2016,25,"Louisville, KY",scala,1
6/27/2016,50,"Louisville, KY",scala,1
6/27/2016,25,"Louisville, KY",python,27
6/27/2016,50,"Louisville, KY",python,29
6/27/2016,25,"Louisville, KY",C++,25
6/27/2016,50,"Louisville, KY",C++,29
6/27/2016,25,"Louisville, KY",java,77
6/27/2016,50,"Louisville, KY",java,84
6/27/2016,25,"Louisville, KY",machine learning,34
6/27/2016,50,"Louisville, KY",machine learning,40
6/27/2016,25,"Pittsburgh, PA",C#,288
6/27/2016,50,"Pittsburgh, PA",C#,301
6/27/2016,25,"Pittsburgh, PA",C# mvc,79
6/27/2016,50,"Pittsburgh, PA",C# mvc,83
6/27/2016,25,"Pittsburgh, PA",C# mvc angular,17
6/27/2016,50,"Pittsburgh, PA",C# mvc angular,17
6/27/2016,25,"Pittsburgh, PA",angular,129
6/27/2016,50,"Pittsburgh, PA",angular,130
6/27/2016,25,"Pittsburgh, PA",scala,11
6/27/2016,50,"Pittsburgh, PA",scala,11
6/27/2016,25,"Pittsburgh, PA",python,219
6/27/2016,50,"Pittsburgh, PA",python,225
